long,lat,id,nombre,tipo,tipo_norma,sede,direccion,direccion_2,observaciones_direccion,telefono,e_mail,facebook,web,actividade,instalacio,calle,altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.5232184353585,-34.6126126801201,247,CLUB ATLETICO ESTUDIANTES,CLUB,CLUB,"SECRETARÍA - ESTADIO EN CASEROS, PVCIA BS AS",Av. Beiro  5175,Av. Beiro  5175,,4568-5510,caestudiantes@yahoo.com.ar,,www.caestudiantes.com.ar,"Fútbol, fútbol femenino, handball, patín, taekwondo, karate do",gimnasio,Av. Beiro  ,5175,Villa Devoto,Comuna 11,1419,C1419IAA
-58.5144369955171,-34.5987528955466,248,CLUB GIMNASIA Y ESGRIMA VILLA DEVOTO,CLUB DE BARRIO,CLUB_DE_BARRIO,,Mercedes 4280,Mercedes 4280,,4501-0218,,,,"baby, basket, patin, voley, gimnasia deportiva, artes marciales, teatro, coro, esgrima",gimasio - cancha de paddle - 2 salones,Mercedes ,4280,Villa Devoto,Comuna 11,1419,C1419BGN
-58.5074849132254,-34.6086529682889,249,"CLUB SOCIAL CULTURAL, DEPORTIVO Y BIBLIOTECA PEDRO LOZANO",CLUB DE BARRIO,CLUB_DE_BARRIO,,Gualeguaychu 2902,Gualeguaychu 2902,,4566-3598,clubpedrolozano@gmail.com,,,"Baby fútbol, Artes Marciales, Danzas Arabes, capoeira, boxeo, kung fu",1 Canchas - 2 salones,Gualeguaychu ,2902,Villa Devoto,Comuna 11,1417,C1417AYT
-58.5214272824708,-34.6100881382215,250,DEVOTO OESTE ASOCIACION DE FOMENTO Y BIBLIOTECA POPULAR,CLUB DE BARRIO,CLUB_DE_BARRIO,,Bermudez  3351,Bermudez  3351,,4568-4837,,,,"gimnasia, gimnasia artistica, artes marciales, yoga, folklore, tango",3 salones,Bermudez  ,3351,Villa Devoto,Comuna 11,1419,C1419CAC
-58.5087045850541,-34.6029734736966,251,SOCIAL CULTURAL Y DEPORTIVO FRIULANA,CLUB DE BARRIO,CLUB_DE_BARRIO,,Navarro 3974,Navarro 3974,,4501-0764,friulana@fibertel.com.ar,,,"gimnasia, yoga, taekwondo, bochas, ajedrez, tango",salon - gimnasio cancha de bochas - biblioteca,Navarro ,3974,Villa Devoto,Comuna 11,1419,C1419HUB
-58.4914847121496,-34.6024786012415,252,CLUB RACING DE VILLA DEL PARQUE,CLUB,CLUB,SEDE CAPITAL - DOMICILIO LEGAL EN AVELLANEDA,Nogoya 3045,Nogoya 3045,,4501-9100  4504-9111  y 4502-7396,sedecapital@racingclub.com.ar,,www.racingclub.com.ar,"atletismo, básquet, fútbol infantil, futsal femenino, futsal masculino, gimnasia artística, judo, patín artístico, sipalki do, taekwondo, voley femenino",,Nogoya ,3045,Villa Del Parque,Comuna 11,1417,C1417FNE
-58.4805753825101,-34.6111834095822,253,ASOCIACION VECINAL DE FOMENTO Y CULTURA SANTA RITA,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,San Blas 2842,San Blas 2842,,4584-4874,,,,"Artes Marciales, gimnasia jazz, danzas, juegos de mesa",,San Blas ,2842,Villa Santa Rita,Comuna 11,1416,C1416EFZ
-58.4969791208791,-34.5800260516313,254,ASOCIACION URQUIZA TENIS CLUB (ANTES ASOCIACION CLUB ATLETICO URQUIZA),CLUB,CLUB,,Caracas 4935,Caracas 4935,,4573-3501,utc@fibertel.com.ar,,,"tenis, karate, bochas","1 cancha de bochas, 1 de fútbol 5, 1 salon, natatorio, 5 canchas de tenis  (4 de polvo de ladrillo y una de cemento)",Caracas ,4935,Villa Pueyrredon,Comuna 12,1419,C1419EKC
-58.485337302127,-34.5451294658111,255,ASOCIACION VECINAL LOMAS DE SAAVEDRA,CLUB DE BARRIO,CLUB_DE_BARRIO,,Pico 3540,Pico 3540,,4541-0777,,,,artes marciales,1 cancha - 1 salon,Pico ,3540,Saavedra,Comuna 12,1430,C1430CWD
-58.4780515264558,-34.5531224002758,256,ASOCIACION VECINAL PRO-FOMENTO DE SAAVEDRA Y BIBLIOTECA POPULAR (El Pañuelito),CLUB DE BARRIO,CLUB_DE_BARRIO,,Jaramillo 3446,Jaramillo 3446,,4541-2810 / 4543-2119,,,,"baby, basket, voley, gimnasia (musculacion)",1 cancha 20x14 descubierta - 1 salon,Jaramillo ,3446,Saavedra,Comuna 12,1430,C1430AGB
-58.4942765284908,-34.5622148868267,257,CLUB ATLETICO PLATENSE,CLUB,CLUB,"Anexo Alejandro Mariani Dólan""""",Crisologo Larralde 5195,Crisologo Larralde 5195,,4545-8358,,,www.cap.org.ar/,"fútbol, tenis, voley",4 canchas,Crisologo Larralde ,5195,Saavedra,Comuna 12,1431,C1431API
-58.4916386354758,-34.5645523784434,258,CLUB SOCIAL Y DEPORTIVO PINOCHO,CLUB DE BARRIO,CLUB_DE_BARRIO,,Manuela Pedraza 5139,Manuela Pedraza 5139,,4541-5909,pinocho@overnet.com.ar; clubpinocho@hotmail.com,,,"basquet, baby, futsal, gimnasia, karate, patin, voley, natacion, pilates",gimansio - canchas fútbol 5 - natatorio,Manuela Pedraza ,5139,Villa Urquiza,Comuna 12,1431,C1431AJI
-58.4889278603086,-34.5579599158221,259,CLUB VIENTO NORTE,CLUB DE BARRIO,CLUB_DE_BARRIO,,Mariano Acha 3743,Mariano Acha 3743,,4541-5187,,,,"Artes marciales, danza. Actividades culturales.",,Mariano Acha ,3743,Saavedra,Comuna 12,1430,C1430DVW
-58.4827912444282,-34.5474688696894,260,ASOCIACION CULTURAL Y DEPORTIVA ESTRELLA,CLUB DE BARRIO,CLUB_DE_BARRIO,,Superi 4437,Superi 4437,,S/T,,,,"gimnasia, ceramica",gimnasio  - biblioteca,Superi ,4437,Saavedra,Comuna 12,1430,C1430FGG
-58.4571021041198,-34.5466220365219,261,CLUB ATLETICO COMERCIO,CLUB DE BARRIO,CLUB_DE_BARRIO,,Av. Libertador 7199,Av. Libertador 7199,,4701-5620,clubcomercio@ciudad.com.ar,Club Atletico Comercio Club deportivo,,tenis,10 canchas,Av. Libertador ,7199,Nu\u00f1ez,Comuna 13,1429,C1429BME
-58.4617925997478,-34.5403591537607,262,CLUB ATLETICO DEFENSORES DE BELGRANO,CLUB,CLUB,"SEDE SOCIAL Y ESTADIO JUAN PASQUALE"" , TIENEN OTRA SEDE EN PROVINCIA""",Comodoro Rivadavia 1450,Comodoro Rivadavia 1450,,4702-8967,info@defeweb.com.ar - institucional@defeweb.com.ar,,www.defeweb.com.ar,"boxeo, fútbol, gimnasia, natacion, pesas",natatorio - cancha de fútbol - salon,Comodoro Rivadavia ,1450,Nu\u00f1ez,Comuna 13,1429,C1429DBQ
-58.4493852290269,-34.5465134445471,263,CLUB ATLETICO RIVER PLATE,CLUB,CLUB,,Av.Figueroa Alcorta 7597,Av.Figueroa Alcorta 7597,,4789-1200,club@cariverplate.com.ar,,www.cariverplate.com.ar,"basquet, voley, hockey (sobre cesped - sobre patines), tenis, natacion, gimnasia, fútbol femenino, handbol, cestoball, futsal, waterpolo",,Av.Figueroa Alcorta ,7597,Belgrano,Comuna 13,1428,C1428BCL
-58.4443461658768,-34.5492724849673,264,CLUB DE CORREDORES,CLUB DE BARRIO,CLUB_DE_BARRIO,,Monroe 916,Monroe 916,,4780-1010,clubdecorredores@clubdecorredores.com.ar,,www.clubdecorredores.com,carreras de calle de atletismo y carreras de aventura en zonas campestres,,Monroe ,916,Belgrano,Comuna 13,1428,C1428BKF
-58.4586688212857,-34.5731111366076,265,CLUB JUVENTUD DE BELGRANO,CLUB DE BARRIO,CLUB_DE_BARRIO,,Virrey Aviles 3167,Virrey Aviles 3167,,4553-6266,,,,"Baby Futbol, voley, patin, Artes Marciales. Actividades culturales.",1 cancha - 2 salones,Virrey Aviles ,3167,Colegiales,Comuna 13,1426,C1426EEE
-58.4423076130097,-34.5608718154368,266,HARRODS GATH Y CHAVES CLUB,CLUB,CLUB,,Virrey del Pino 1480,Virrey del Pino 1480,,4783-5864,info@clubharrods.com.ar,,,"tenis, basket, fútbol, badminton, voley, patin, gimnasia, hockey sobre cesped y patines, taekwondo, tenis de mesa, voley",cancha fútbol 11 - playon - 2 salones - gimasio - canchas de tenis - natatorio,Virrey del Pino ,1480,Belgrano,Comuna 13,1426,C1426EFB
-58.4611575609719,-34.5397438216586,267,CENTRO RECREATIVO MUNICIPAL,CLUB DE BARRIO,CLUB_DE_BARRIO,,C. Rivadavia 1350,Comodoro Rivadavia 1350,,4702-2409/8299 y 4701-3196,,,,,"Parque de 7 hectareas, sector de camping con quinchos, parrillas, campos de deportes, canchas de fútbol, vóley, canchas de tenis de polvo de ladrillo,  piscina y solarium. 2 salones.",Comodoro Rivadavia ,1350,Nu\u00f1ez,Comuna 13,1429,C1429DBP
-58.4551362550467,-34.5483001684048,268,TIRO FEDERAL ARGENTINO,CLUB,CLUB,,Av. Del Libertador 6935,Av. Del Libertador 6935,,4782-4000 Fax: 4782-4404,info@tfaba.com.ar,,www.tfaba.com.ar,"tiro, tenis, bowling, fútbol, hip hop, musculación, gimnasio, gimnasia, tango, circuito aeróbico dirigido",canchas de tenis - natatorio,Av. Del Libertador ,6935,Nu\u00f1ez,Comuna 13,1429,C1429BMC
-58.461851423574,-34.5425383491321,269,CIRCULO POLICIA FEDERAL,CLUB,CLUB,SEDE CAMPO LIBERTADOR,Av. Del Libertador 7801,Av. Del Libertador 7801,,4702-2253/9387,info@cpf.org.ar,Club Círculo Policía Federal,www.cpf.org.ar,"futsal, patin, voley, hockey, natacion, artes marciales",4 natatorios (1 cubierto) - 2  canchas - 4 salones,Av. Del Libertador ,7801,Nu\u00f1ez,Comuna 13,1429,C1429BML
-58.3889560568263,-34.6008669689626,272,CLUB UNIVERSITARIO BUENOS AIRES,CLUB,CLUB,SEDE CENTRAL,Viamonte 1560,Viamonte 1560,,"4375-4360, lineas rotativas",,,www.cuba.org.ar,"fútbol, squash, box, yudo, taekwondo, pelota paleta, natación, gimnasia, complemento de pesas , esgrima, básquet y yoga, conferencias, conciertos.",natatorio - Biblioteca - salon comedor,Viamonte ,1560,San Nicolas,Comuna 1,1055,C1055ABD
-58.4180245067341,-34.5659762177099,273,CLUB UNIVERSITARIO BUENOS AIRES,CLUB,CLUB,SEDE PALERMO,Av. Figueroa Alcorta y Belisario Roldán.,Av. Figueroa Alcorta 5094, y Belisario Roldán,4774-5476 ó 4776-2992,,,www.cuba.org.ar,"Natación, Gimnasia, Pelota a Paleta, TaekwonDo,  Tenis, Squash, Paddle, Sala de Nautilus (Gimnasio de Pesas y aparatos), Esgrima (No se están dando clases),","natatorio, 3 canchas de tenis, cancha cerrada de pelota, 2 canchas abiertas de pelota, gimnasio, vestuarios para socios y damas, bar, restaurante y oficina médica.",Av. Figueroa Alcorta ,5094,Palermo,Comuna 14,1426,C1426CBN
-58.4453936620661,-34.5471143299237,277,CLUB HIPICO ARGENTINO,CLUB,CLUB,UNICA,Figueroa Alcorta 7285,Figueroa Alcorta 7285,,4787-1003,,,www.clubhipicoargentino.org.ar,hipismo - escuela de equitación - gimnasia - natacion,"1 pista de césped, caballerizas para 300 equinos, varias pistas de arena, y un picadero cubierto con capacidad para 5000 espectadores. Otras comodidades son: una importante sede social, una pileta olímpica, un gimnasio y solarium.",Figueroa Alcorta ,7285,Belgrano,Comuna 13,1428,C1428BCI
-58.4346130592846,-34.558282483897,278,ASOCIACION CIVIL SIN FINES DE LUCRO GOLF CLUB LAGOS DE PALERMO,CLUB,CLUB,,Av. Tornquist 6397,Av. Tornquist 6397,,4774-5108,,,,golf,campo de golf,Av. Tornquist ,6397,Palermo,Comuna 14,1426,C1426CDA
-58.4343354665082,-34.584822828763,279,CLUB SOCIAL Y DEPORTIVO ESTRELLA DE MALDONADO,CLUB DE BARRIO,CLUB_DE_BARRIO,,Juan B. Justo 1439,Juan B. Justo 1439,,4771-9334,info@estrella-maldonado.com.ar,,www.estrella-maldonado.com.ar,"baby, futsal, patin, voley, taekwondo, karate, tenis de mesa, acrobacia, esgrima",3 canchas - 2 salones - 2 natatorio (cubiertos en invierno),Juan B. Justo ,1439,Palermo,Comuna 14,1414,C1414CWD
-58.4176493617394,-34.5976364817595,281,ASOCIACION CULTURAL Y DEPORTIVA BARKOJBA,CLUB,CLUB,SEDE ADMINISTRATIVA CAPITAL - PREDIO DEPORTIVO EN MORENO,Av. Córdoba 3621 1º B,Av. Córdoba 3621,,4862-6204,administracion@barkojba.com,,www.barkojba.com,"futsal, gimnasia, fútbol 11, tenis, hockey,",3 canchas - 2 salones - 1 natatorio,Av. Córdoba ,3621,Palermo,Comuna 14,1188,C1188AAC
-58.4802706782575,-34.5843099881107,282,ASOCIACION DE FOMENTO PARQUE CHAS,CLUB DE BARRIO,CLUB_DE_BARRIO,,Bauness 1486,Bauness 1486,,4523-2981,,,,"yoga, baby, gimnasia, tango, patin",,Bauness ,1486,Parque Chas,Comuna 15,1431,C1431DNB
-58.4492171023987,-34.6034961734064,283,CENTRO COMUNITARIO KADIMA,CLUB,CLUB,SEDE ADMINISTRATIVA - PREDIO DEPORTIVO EN MORENO,"Honorio Pueyrredon 1552 7º C"" """,Honorio Pueyrredon 1552,,4586-4829,,,,"fútbol, aerobic, tenis, yoga",cancha - natatorio,Honorio Pueyrredon ,1552,Villa Crespo,Comuna 15,1414,C1414CER
-58.4465348601279,-34.5844605894785,284,CLUB ATLETICO FENIX,CLUB DE BARRIO,CLUB_DE_BARRIO,,Concepcion Arenal 3560,Concepcion Arenal 3560,,4771-4657,clubatleticofenix@yahoo.com.ar,,,"artes marciales, tango, folklore",2 salones - 1 cancha,Concepcion Arenal ,3560,Chacarita,Comuna 15,1427,C1427EKD
-58.4740101924285,-34.5876702230202,285,CLUB ATLETICO LOS VIEJOS MUCHACHOS (N.O.B.),CLUB DE BARRIO,CLUB_DE_BARRIO,,Avalos 1036,Avalos 1036,,4523-5775,,,,"artes marciales, musculacion, tenis de mesa, teatro, tango, baby, basket, voley, gimnasia deportiva, danza. Actividades culturales.",3 salones,Avalos ,1036,Parque Chas,Comuna 15,1427,C1427AXN
-58.4906455292236,-34.5970384009226,286,CLUB COMUNICACIONES,CLUB,CLUB,,Avda. San Martin 5123,Av. San Martin 5123,,4502-9493,administracion@clubcomunicaciones.com.ar,,,"baby fútbol, basquet, patin, voley, futsal, handbol, gimnasia artistica, taekwondo, lucha, hockey sobre cesped y patines, beisball, pelota paleta, musculacion, fútbol afa, voley, lucha",4 canchas de fútbol - 16 canchas de tenis - 2 canchas de rugby - cancha de basquet - natatorio - salones,Av. San Martin ,5123,Agronomia,Comuna 15,1417,C1417DSL
-58.4805261437482,-34.5832523978095,287,CLUB SOCIAL DEPORTIVO EL TREBOL Y BIBLIOTECA INDEPENDENCIA,CLUB DE BARRIO,CLUB_DE_BARRIO,,Gandara 2840,Gandara 2840,,4521-5569,eltrebol54@uol.com.ar,,,"Fútbol de menores, voley femenino, karate, gimnasia, bochas para jubilados, teatro. Actividades culturales.",,Gandara ,2840,Parque Chas,Comuna 15,,
-58.4619059086961,-34.5977209676294,288,CLUB SOCIAL Y DEPORTIVO AÑASCO,CLUB DE BARRIO,CLUB_DE_BARRIO,,Gral. M.A.Rodriguez 2650,Gral. Manuel A Rodriguez 2650,,4583-4886,clubanasco@fibertel.com.ar,,,"baby fútbol, patin, taekwondo, danzas clasicas. Actividades culturales.",1 cancha - 2 salones,Gral. Manuel A Rodriguez ,2650,Paternal,Comuna 15,1416,C1416CNF
-58.4607490303544,-34.5811238831251,289,CLUB SOCIAL Y DEPORTIVO DEFENSORES DE CHACARITA,CLUB DE BARRIO,CLUB_DE_BARRIO,,Elcano  3831,Elcano  3831,,4554-2990,defensoresdechacarita@live.com.ar,,,"Baby, voley, artes marciales, danza. Actividades culturales.",2 canchas - 1 salon,Elcano  ,3831,Villa Ortuzar,Comuna 15,1427,C1427CHC
-58.4675051492648,-34.5918206908871,290,CLUB SOCIAL Y DEPORTIVO FLOREAL DE LA PATERNAL,CLUB DE BARRIO,CLUB_DE_BARRIO,,Elcano  4843,Elcano  4843,,4553-0648,,,,"ajedrez, voley, patin, baby",2 salones,Elcano  ,4843,Paternal,Comuna 15,1427,C1427CIG
-58.3800287604648,-34.5829721877203,88,VOLUNTARIOS SIN FRONTERAS,CLUB DE BARRIO,CLUB_DE_BARRIO,ANEXO deportivo,Playon Villa 31,Playon Villa 31,,4373-0509,,,,Futbol Femenino y Masculino - Volley Femenino - Artes Marciales Femenino y Masculino.,salon - canchas,Playon Villa ,31,,,,
-58.4338714597189,-34.6498254803457,175,MADRE DEL PUEBLO,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA,MANZANA 3 CASA 1 VILLA 1-11-14,MANZANA 3 CASA 1 VILLA 1-11-14,,,solcaacupe@hotmail.com,C A MADRE DEL PUEBLO,,"Hockey, fútbol, natación, patín artístico, rugby, atletismo, ajedrez, fútbol femenino, voley. Actividades culturales.",Sede Madre del Pueblo: Cancha fútbol 7 - Secretaría del Club - SUM. Sede San Antonio: Cancha fútbol 5 - SUM. Sede Virgen de Itati: Cancha fútbol 5 - SUM. Sede Virgen de Copacabana - Barrio Charrua: Cancha fútbol 5 - SUM (más info en Tabla Anexo),MANZANA ,11,,,,
-58.3757432903086,-34.5843321144276,185,"ASOCIACION CIVIL DE AYUDA, RECREATIVA Y POLIDEPORTIVA 17 DE NOVIEMBRE",CLUB DE BARRIO,CLUB_DE_BARRIO,,Calle 4 y 5  Villa 31,Calle 4 y 5 - Villa 31,,,poli_31@hotmail.com,,,"baby, basket, voley",1 cancha,Calle ,31,,,,
-58.4590225497088,-34.5366996200379,275,CLUB CENTRO NAVAL,CLUB,CLUB,SEDE NUÑEZ,Av. Cantilo y Arroyo Medrano,Av. Cantilo y Arroyo Medrano,,4701-4795 y 4704-9272,sede.nunez@centronaval.org.ar,,www.centronaval.org.ar,"rugby, hockey, nautica","amarraderos -  2 canchas  de hockey de césped sintético y 2 canchas de mini-hockey - 5 canchas reglamentarias de rugby, 4 de ellas provistas de torres de iluminación para entrenamiento nocturno y 3 canchas de mini-rugby.",Av. Cantilo y Arroyo Medrano,,,,,
-58.451844465805,-34.5400008328126,274,CLUB UNIVERSITARIO BUENOS AIRES,CLUB,CLUB,SEDE NUÑEZ,Av. Cantilo 3215,Av. Int. Cantilo 3215,,4703-4610 ó 4703-4611,,,www.cuba.org.ar,"Tenis, Gimnasia, Náutica, Futbol, Futbol 11 Juvenil, Curso de Timonel.",Amarraderos.,Av. Int. Cantilo ,3215,,,,
-58.4449040443759,-34.6355404370386,182,ASOCIACION ATLETICA PARQUE CHACABUCO,CLUB DE BARRIO,CLUB_DE_BARRIO,UNICA - ADMINISTRATIVA,DAVILA 1330 3º Piso A,Asamblea 1451,(Pista Pque. Chacabuco),,aapchacabuco@gmail.com,Asociacion Atletica Parque Chacabuco,,Atletismo,Entrenan en el Polideportivo Chacabuco,Asamblea ,1451,Parque Chacabuco,Comuna 7,1406,C1406HVE
